*************,Rating,RatingBinary,prepCommentText,CommentText,UserID,ProductCategory,ProductType,ProductBrand,LinkProduct,ProductName,ProductPrice,PIC,Check,Unnamed: 12
700,1,"[1, 0, 0, 0, 0]",lừa_đảo khách_hàng hình 22 5 w hành 10w nhân_viên hổ trợ bảo đặt_hàng kĩ treo đầu dê thịt chó mua,"lừa đảo khách hàng, trên hình là 22.5w nhưng đặt hành thì là 10w nhờ nhân viên hổ trợ thì bảo là đặt hàng mà xem không kĩ thì chịu. treo đầu dê bán thịt chó à không nên mua",lê H.,Phụ kiện điện thoại& Máy tính bảng,Pin sạc dự phòng,Robot,https://www.lazada.vn/products/pin-du-phong-robot-rt25-ban-nang-cap-cua-rt23-dung-luong-cao-20000mah-cuc-sac-led-hien-thi-pin-nho-gon-2-cong-sac-vao-2-cong-sac-ra-i1340085122-s11796841509.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253A%253Bnid%253A1340085122%253Bsrc%253ALazadaMainSrp%253Brn%253A8940165621ebe3a323b487612ab806cc%253Bregion%253Avn%253Bsku%253A1340085122_VNAMZ%253Bprice%253A329000%253Bclient%253Adesktop%253Bsupplier_id%253A200157990106%253Bbiz_source%253Ahttps%253A%252F%252Fwww.lazada.vn%252F%253Bslot%253A15%253Butlog_bucket_id%253A470687%253Basc_category_id%253A9031%253Bitem_id%253A1340085122%253Bsku_id%253A11796841509%253Bshop_id%253A772654%253BtemplateInfo%253A107883_A3_C_D_E%25231103_B_L%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=vi&location=H%E1%BB%93%20Ch%C3%AD%20Minh&price=3.29E%205&priceCompare=skuId%3A11796841509%3Bsource%3Alazada-search-voucher%3Bsn%3A8940165621ebe3a323b487612ab806cc%3BunionTrace%3A2d7cff1617268652342142788e%3BoriginPrice%3A329000%3BvoucherPrice%3A329000%3BdisplayPrice%3A329000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1726865234521%3BsearchDisctDet%3A%5B%7B%22discountValue%22%3A0%2C%22newUserVoucher%22%3Afalse%2C%22toolCode%22%3A%22shopPromotionPart%22%2C%22voucherId%22%3A900000029084244%7D%5D&ratingscore=4.859050445103858&request_id=8940165621ebe3a323b487612ab806cc&review=674&sale=2093&search=1&source=search&spm=a2o4n.searchlistcategory.list.15&stock=1,Pin dự phòng ROBOT RT25 [Bản nâng cấp của RT23] dung lượng cao 20000mAh cục sạc led hiển thị pin nhỏ gọn 2 cổng sạc vào 2 cổng sạc ra,329,20200679,,OK
789,1,"[1, 0, 0, 0, 0]",tệ 2 giao 1 đòi,"quá tệ, đặt 2 mà giao 1 giờ đòi ai??",Nguyễn S.,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh cho trẻ em,No Brand,https://www.lazada.vn/products/combo-dong-ho-thong-minh-q12-dinh-vi-lbs-danh-cho-be-va-sim-4g-mobile-sieu-uu-dai-mien-phi-90gb-thang-va-30-phut-ngo-i2400845048.html?spm=a2o4n.searchlistcategory.list.118.5caf6b7aQkISRG,[COMBO] Đồng Hồ Thông Minh Q12 Định Vị LBS dành cho bé VÀ Sim 4G Mobile siêu ưu đãi - miễn phí 90Gb tháng và 30 phút ngo,141,20210600,,OK
790,1,"[1, 0, 0, 0, 0]",shop giao ko hàng đăng,shop giao ko đủ hàng như đã đăng,*******633,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh cho trẻ em,No Brand,https://www.lazada.vn/products/combo-dong-ho-thong-minh-q12-dinh-vi-lbs-danh-cho-be-va-sim-4g-mobile-sieu-uu-dai-mien-phi-90gb-thang-va-30-phut-ngo-i2400845048.html?spm=a2o4n.searchlistcategory.list.118.5caf6b7aQkISRG,[COMBO] Đồng Hồ Thông Minh Q12 Định Vị LBS dành cho bé VÀ Sim 4G Mobile siêu ưu đãi - miễn phí 90Gb tháng và 30 phút ngo,141,20210600,,OK
791,5,"[0, 0, 0, 0, 1]",vật_liệu silicone thời_trang dây đeo nhựa bền thiết_kế dễ_thương phong_cách màu_sắc tùy_chọn ánh_sáng thoải_mái màu_sắc tươi_sáng tươi_sáng,"Vật liệu Silicone thời trang, dây đeo bằng nhựa bền, thiết kế dễ thương và phong cách, màu sắc khác nhau tùy chọn, ánh sáng và thoải mái, màu sắc tươi sáng và tươi sáng,",bumWara,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh cho trẻ em,No Brand,https://www.lazada.vn/products/dong-ho-silicon-da-quang-vuong-danh-cho-tre-em-dong-ho-the-thao-thoi-trang-co-khoa-khoa-chuyen-dong-ky-thuat-so-danh-cho-hoc-sinh-pho-bien-tren-instagram-i2581696126.html?spm=a2o4n.searchlistcategory.list.27.41206b7aSf6vMm,Đồng hồ silicon dạ quang vuông dành cho trẻ em Đồng hồ thể thao thời trang có khóa Khóa chuyển động kỹ thuật số dành cho học sinh Phổ biến trên Instagram,33,20210600,,OK
792,5,"[0, 0, 0, 0, 1]",mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim ndễ thương đẹp chất_lượng khuyên cảm_ơn legit,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰\ Ndễ thương đẹp chất lượng tốt rất khuyên bạn nên cảm ơn người bán legit.,Lorein G.,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh cho trẻ em,No Brand,https://www.lazada.vn/products/dong-ho-silicon-da-quang-vuong-danh-cho-tre-em-dong-ho-the-thao-thoi-trang-co-khoa-khoa-chuyen-dong-ky-thuat-so-danh-cho-hoc-sinh-pho-bien-tren-instagram-i2581696126.html?spm=a2o4n.searchlistcategory.list.27.41206b7aSf6vMm,Đồng hồ silicon dạ quang vuông dành cho trẻ em Đồng hồ thể thao thời trang có khóa Khóa chuyển động kỹ thuật số dành cho học sinh Phổ biến trên Instagram,33,20210600,,OK
793,5,"[0, 0, 0, 0, 1]",dây đeo nhựa bền thiết_kế dễ_thương hợp_thời_trang lựa_chọn màu_sắc phù_hợp nam nữ,"Dây đeo bằng nhựa bền, thiết kế dễ thương và hợp thời trang, nhiều lựa chọn màu sắc, phù hợp cho cả nam và nữ,",JANITH L.,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh cho trẻ em,No Brand,https://www.lazada.vn/products/dong-ho-silicon-da-quang-vuong-danh-cho-tre-em-dong-ho-the-thao-thoi-trang-co-khoa-khoa-chuyen-dong-ky-thuat-so-danh-cho-hoc-sinh-pho-bien-tren-instagram-i2581696126.html?spm=a2o4n.searchlistcategory.list.27.41206b7aSf6vMm,Đồng hồ silicon dạ quang vuông dành cho trẻ em Đồng hồ thể thao thời trang có khóa Khóa chuyển động kỹ thuật số dành cho học sinh Phổ biến trên Instagram,33,20210600,,OK
794,5,"[0, 0, 0, 0, 1]",chất_lượng tiền mua kiểu_dáng đẹp sử_dụng,"Chất lượng: tốt Đáng tiền: rất đáng mua Kiểu dáng: đẹp, dễ sử dụng",nguyên H.,Điều khiển chơi game,Bảng điều khiển,No Brand,https://www.lazada.vn/products/1-cap-gang-tay-choi-game-ff-pubg-lien-quan-bao-tay-choi-game-chong-mo-hoi-sieu-nhay-co-gian-cuc-tot-ma-sp000659-i2644407039.html?spm=a2o4n.searchlistcategory.list.166.237b201bnnVv6Q,"1 Cặp Găng tay chơi game ff, Pubg, Liên Quân, Bao Tay Chơi Game Chống Mồ Hôi, Siêu Nhạy, Co Giãn Cực Tốt mã SP000659",2,20210600,,OK
795,5,"[0, 0, 0, 0, 1]",chất_liệu chống mồ_hôi vừa_vặn cảm_ứng siêu nhạy thoải_mái mặc,"Chất liệu chống mồ hôi, Vừa vặn, Cảm ứng siêu nhạy, Thoải mái khi mặc,",K***.,Điều khiển chơi game,Bảng điều khiển,No Brand,https://www.lazada.vn/products/1-cap-gang-tay-choi-game-ff-pubg-lien-quan-bao-tay-choi-game-chong-mo-hoi-sieu-nhay-co-gian-cuc-tot-ma-sp000659-i2644407039.html?spm=a2o4n.searchlistcategory.list.166.237b201bnnVv6Q,"2 Cặp Găng tay chơi game ff, Pubg, Liên Quân, Bao Tay Chơi Game Chống Mồ Hôi, Siêu Nhạy, Co Giãn Cực Tốt mã SP000659",2,20210600,,OK
796,1,"[1, 0, 0, 0, 0]",đeo đung mẫu hành,đeo đung mẫu hành,Anh T.,Điều khiển chơi game,Bảng điều khiển,No Brand,https://www.lazada.vn/products/1-cap-gang-tay-choi-game-ff-pubg-lien-quan-bao-tay-choi-game-chong-mo-hoi-sieu-nhay-co-gian-cuc-tot-ma-sp000659-i2644407039.html?spm=a2o4n.searchlistcategory.list.166.237b201bnnVv6Q,"3 Cặp Găng tay chơi game ff, Pubg, Liên Quân, Bao Tay Chơi Game Chống Mồ Hôi, Siêu Nhạy, Co Giãn Cực Tốt mã SP000659",2,20210600,,OK
797,1,"[1, 0, 0, 0, 0]",hàng đéo,hàng có đéo đâu,3***6,Điều khiển chơi game,Bảng điều khiển,No Brand,https://www.lazada.vn/products/may-choi-game-steam-deck-chinh-hang-pgtech-mieng-dan-man-hinh-may-chu-mieng-dan-man-hinh-kinh-cuong-luc-bao-ve-man-hinh-i2407719586-s11779264922.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253A%253Bnid%253A2407719586%253Bsrc%253ALazadaMainSrp%253Brn%253A1500530386451910bc1a40ce4dc72bd4%253Bregion%253Avn%253Bsku%253A2407719586_VNAMZ%253Bprice%253A81000%253Bclient%253Adesktop%253Bsupplier_id%253A200194905491%253Bbiz_source%253Ahttps%253A%252F%252Fwww.lazada.vn%252F%253Bslot%253A8%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100427%253Bitem_id%253A2407719586%253Bsku_id%253A11779264922%253Bshop_id%253A2874199%253BtemplateInfo%253A107883_A3_C_D_E%25231103_B%25231108_L%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=vi&location=Hong%20Kong&price=8.1E%204&priceCompare=skuId%3A11779264922%3Bsource%3Alazada-search-voucher%3Bsn%3A1500530386451910bc1a40ce4dc72bd4%3BunionTrace%3Aa3b58fa517268893763266804e%3BoriginPrice%3A81000%3BvoucherPrice%3A81000%3BdisplayPrice%3A81000%3BsinglePromotionId%3A300000000000000%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1726889376584&ratingscore=4.0625&request_id=1500530386451910bc1a40ce4dc72bd4&review=16&sale=108&search=1&source=search&spm=a2o4n.searchlistcategory.list.8&stock=1,Máy Chơi Game Steam Deck Chính Hãng Pgtech Miếng Dán Màn Hình Máy Chủ Miếng Dán Màn Hình Kính Cường Lực Bảo Vệ Màn Hình,81,20210600,,OK
798,1,"[1, 0, 0, 0, 0]",treo đầu dê thịt chó,Treo đầu dê bán thịt chó,9***2,Điều khiển chơi game,Bảng điều khiển,No Brand,https://www.lazada.vn/products/may-choi-game-steam-deck-chinh-hang-pgtech-mieng-dan-man-hinh-may-chu-mieng-dan-man-hinh-kinh-cuong-luc-bao-ve-man-hinh-i2407719586-s11779264922.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253A%253Bnid%253A2407719586%253Bsrc%253ALazadaMainSrp%253Brn%253A1500530386451910bc1a40ce4dc72bd4%253Bregion%253Avn%253Bsku%253A2407719586_VNAMZ%253Bprice%253A81000%253Bclient%253Adesktop%253Bsupplier_id%253A200194905491%253Bbiz_source%253Ahttps%253A%252F%252Fwww.lazada.vn%252F%253Bslot%253A8%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100427%253Bitem_id%253A2407719586%253Bsku_id%253A11779264922%253Bshop_id%253A2874199%253BtemplateInfo%253A107883_A3_C_D_E%25231103_B%25231108_L%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=vi&location=Hong%20Kong&price=8.1E%204&priceCompare=skuId%3A11779264922%3Bsource%3Alazada-search-voucher%3Bsn%3A1500530386451910bc1a40ce4dc72bd4%3BunionTrace%3Aa3b58fa517268893763266804e%3BoriginPrice%3A81000%3BvoucherPrice%3A81000%3BdisplayPrice%3A81000%3BsinglePromotionId%3A300000000000000%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1726889376584&ratingscore=4.0625&request_id=1500530386451910bc1a40ce4dc72bd4&review=16&sale=108&search=1&source=search&spm=a2o4n.searchlistcategory.list.8&stock=1,Máy Chơi Game Steam Deck Chính Hãng Pgtech Miếng Dán Màn Hình Máy Chủ Miếng Dán Màn Hình Kính Cường Lực Bảo Vệ Màn Hình,81,20210600,,OK
799,5,"[0, 0, 0, 0, 1]",máy game giao hàng miếng dán,đặt máy chơi game giao hàng miếng dán,*******300,Điều khiển chơi game,Bảng điều khiển,No Brand,https://www.lazada.vn/products/may-choi-game-steam-deck-chinh-hang-pgtech-mieng-dan-man-hinh-may-chu-mieng-dan-man-hinh-kinh-cuong-luc-bao-ve-man-hinh-i2407719586-s11779264922.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253A%253Bnid%253A2407719586%253Bsrc%253ALazadaMainSrp%253Brn%253A1500530386451910bc1a40ce4dc72bd4%253Bregion%253Avn%253Bsku%253A2407719586_VNAMZ%253Bprice%253A81000%253Bclient%253Adesktop%253Bsupplier_id%253A200194905491%253Bbiz_source%253Ahttps%253A%252F%252Fwww.lazada.vn%252F%253Bslot%253A8%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100427%253Bitem_id%253A2407719586%253Bsku_id%253A11779264922%253Bshop_id%253A2874199%253BtemplateInfo%253A107883_A3_C_D_E%25231103_B%25231108_L%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=vi&location=Hong%20Kong&price=8.1E%204&priceCompare=skuId%3A11779264922%3Bsource%3Alazada-search-voucher%3Bsn%3A1500530386451910bc1a40ce4dc72bd4%3BunionTrace%3Aa3b58fa517268893763266804e%3BoriginPrice%3A81000%3BvoucherPrice%3A81000%3BdisplayPrice%3A81000%3BsinglePromotionId%3A300000000000000%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1726889376584&ratingscore=4.0625&request_id=1500530386451910bc1a40ce4dc72bd4&review=16&sale=108&search=1&source=search&spm=a2o4n.searchlistcategory.list.8&stock=1,Máy Chơi Game Steam Deck Chính Hãng Pgtech Miếng Dán Màn Hình Máy Chủ Miếng Dán Màn Hình Kính Cường Lực Bảo Vệ Màn Hình,81,20210600,,OK
800,5,"[0, 0, 0, 0, 1]",thoải_mái mặc_cả,"Thoải mái khi mặc cả ngày dài,",Fredielyn G.,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh,No Brand,https://www.lazada.vn/products/dong-ho-the-thao-ky-thuat-so-synoke-danh-cho-nam-da-chuc-nang-chronograph-chong-nuoc-man-hinh-led-da-quang-co-bao-dong-va-den-nen-ly-tuong-cho-cac-hoat-dong-ngoai-troi-va-chay-bo-i2602114519-s12673623795.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253A%253Bnid%253A2602114519%253Bsrc%253ALazadaMainSrp%253Brn%253Aef66cce0c3a887e97c166c2c05ab7067%253Bregion%253Avn%253Bsku%253A2602114519_VNAMZ%253Bprice%253A70000%253Bclient%253Adesktop%253Bsupplier_id%253A200495200216%253Bbiz_source%253Ahttps%253A%252F%252Fwww.lazada.vn%252F%253Bslot%253A17%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100415%253Bitem_id%253A2602114519%253Bsku_id%253A12673623795%253Bshop_id%253A3709554%253BtemplateInfo%253A116090_B_A3_C_D_E_L_A0%2523108493_G%2523&configId=choice_VN_promotion&freeshipping=1&fs_ab=2&fuse_fs=&lang=vi&location=China&price=7E%204&priceCompare=skuId%3A12673623795%3Bsource%3Alazada-search-voucher%3Bsn%3Aef66cce0c3a887e97c166c2c05ab7067%3BunionTrace%3Aa3b58fac17268894575392829e%3BoriginPrice%3A70000%3BvoucherPrice%3A70000%3BdisplayPrice%3A70000%3BsinglePromotionId%3A900000030778374%3BsingleToolCode%3AshopPromPrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1726889457931&ratingscore=3.0&request_id=ef66cce0c3a887e97c166c2c05ab7067&review=12&sale=4&search=1&source=search&spm=a211g0.searchlist.list.17&stock=1&upItemIds=2602114519,Đồng hồ thể thao kỹ thuật số Synoke dành cho nam Đa chức năng Chronograph chống nước Màn hình LED dạ quang có báo động và đèn nền Lý tưởng cho các hoạt động ngoài trời và chạy bộ,70,20210600,,OK
